cutoff,train_end,n_train,n_test,mae,rmse,smape
2011-08-01,2011-07-01,498,12,15.25,20.014578020366386,45.69192530354938
2012-02-01,2012-01-01,504,12,22.75,27.222845797846585,60.21046057937877
2012-08-01,2012-07-01,510,12,41.833333333333336,50.85600587279081,74.04418709796185
2013-02-01,2013-01-01,516,12,49.0,54.595482108565236,67.47088970453017
2013-08-01,2013-07-01,522,12,35.083333333333336,39.01602234979881,40.11479611048107
2014-02-01,2014-01-01,528,12,25.0,31.01075082397501,24.695739211066144
2014-08-01,2014-07-01,534,12,23.25,28.344605600831116,24.807996613789268
2015-02-01,2015-01-01,540,12,20.083333333333332,26.952118036745585,22.758405436867577
2015-08-01,2015-07-01,546,12,16.666666666666668,21.882260699784503,19.537340413974917
2016-02-01,2016-01-01,552,12,30.0,34.295286362219905,31.7209305235601
2016-08-01,2016-07-01,558,12,29.833333333333332,33.97057550292606,31.734670156153417
